種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅_名称,最寄駅_距離,取引価格,間取り,面積,建築年,建物の構造,都市計画,取引時期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,4,87000000,３ＬＤＫ,70,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,45000000,１ＬＤＫ,40,2012年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,東神田,馬喰町,2,49000000,１ＬＤＫ,40,2012年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田三崎町,水道橋,3,38000000,１ＬＤＫ,45,2013年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田三崎町,水道橋,3,42000000,１ＬＤＫ,35,2013年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,40000000,１ＬＤＫ,35,1985年,ＳＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,九段下,4,95000000,２ＬＤＫ,65,2003年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,麹町,4,56000000,１ＬＤＫ,45,2012年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,180000000,３ＬＤＫ,100,2001年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,46000000,１ＬＤＫ,45,1984年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,61000000,２ＬＤＫ,65,1981年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田小川町,淡路町,2,70000000,１ＬＤＫ＋Ｓ,55,2010年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田小川町,新御茶ノ水,3,16000000,１Ｒ,20,1982年,ＳＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,2,58000000,１ＬＤＫ,45,2016年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,岩本町,1,45000000,１ＬＤＫ,55,2004年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,98000000,２ＬＤＫ,65,2018年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,2,58000000,１ＬＤＫ,45,2016年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,御茶ノ水,6,93000000,２ＬＤＫ,70,2010年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,73000000,１ＬＤＫ,60,2004年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田猿楽町,水道橋,5,30000000,１Ｋ,25,2014年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,70000000,２ＬＤＫ,60,2007年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,17000000,１Ｒ,25,1983年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,九段下,4,85000000,１ＬＤＫ,60,2003年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,80000000,１ＬＤＫ,45,2021年,ＲＣ,２種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,15000000,１Ｒ,20,1985年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,九段下,4,99000000,２ＬＤＫ,70,2003年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,64000000,１ＬＤＫ＋Ｓ,55,1999年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,2,140000000,２ＬＤＫ＋Ｓ,80,2016年,,,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,58000000,１ＬＤＫ,60,1984年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,140000000,３ＬＤＫ,105,1984年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,5,140000000,２ＬＤＫ,100,1978年,ＲＣ,２種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,250000000,２ＬＤＫ,130,2004年,ＳＲＣ,２種住居,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,49000000,１Ｒ,45,1984年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,2,36000000,１ＬＤＫ,35,1979年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田和泉町,秋葉原,5,60000000,２ＬＤＫ,55,2013年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田小川町,新御茶ノ水,2,47000000,１ＬＤＫ,40,2012年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,岩本町,1,57000000,２ＬＤＫ,55,2004年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,岩本町,1,24000000,１Ｋ,25,2004年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,94000000,２ＬＤＫ,60,2004年,ＲＣ,,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,9,16000000,１Ｋ,20,1983年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,65000000,１ＬＤＫ,50,2012年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,110000000,２ＬＤＫ,65,2007年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,76000000,２ＬＤＫ,60,2012年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,350000000,２ＬＤＫ,120,2019年,ＲＣ,２種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,210000000,２ＬＤＫ,95,2019年,ＲＣ,２種住居,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,1,20000000,１Ｒ,25,1981年,ＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,80000000,１ＬＤＫ,50,2008年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,130000000,３ＬＤＫ,100,1982年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,3,39000000,１Ｋ,25,2018年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,3,41000000,１Ｋ,25,2018年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,末広町(東京),4,60000000,２ＬＤＫ,50,1998年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,末広町(東京),3,53000000,１ＬＤＫ,45,2014年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,140000000,２ＬＤＫ,70,2004年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,69000000,１ＬＤＫ,60,2004年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田猿楽町,神保町,5,90000000,２ＬＤＫ,60,2018年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田猿楽町,神保町,6,27000000,１Ｋ,20,2009年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田猿楽町,神保町,5,30000000,１Ｒ,25,2009年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,83000000,１ＬＤＫ,45,2021年,ＲＣ,１種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,230000000,３ＬＤＫ,85,2021年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,九段下,5,110000000,２ＬＤＫ,65,2007年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,九段下,5,140000000,２ＬＤＫ,90,2003年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,2,120000000,１ＬＤＫ＋Ｓ,75,2016年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,6,200000000,３ＬＤＫ,125,1978年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,220000000,３ＬＤＫ,95,2019年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,92000000,２ＬＤＫ,65,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,100000000,２ＬＤＫ,65,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,40000000,１Ｋ,25,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,41000000,１Ｋ,25,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,3,41000000,１Ｋ,25,2018年,,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,御茶ノ水,6,45000000,１Ｋ,35,2010年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,湯島,2,84000000,２ＬＤＫ,55,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,湯島,2,60000000,１ＬＤＫ,40,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,110000000,２ＬＤＫ,65,2004年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,末広町(東京),3,84000000,２ＬＤＫ,60,2019年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,湯島,2,110000000,３ＬＤＫ,70,2018年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,御茶ノ水,7,46000000,１ＬＤＫ,45,2013年,ＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,3,24000000,１Ｋ,25,2003年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,永田町,永田町,3,45000000,１ＬＤＫ,40,1978年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田猿楽町,水道橋,5,68000000,２ＬＤＫ,65,1977年,ＳＲＣ,商業,2021年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,130000000,２ＬＤＫ,65,2021年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,3,21000000,１Ｒ,25,1983年,ＳＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,4,64000000,１ＬＤＫ,45,2013年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,飯田橋,飯田橋,2,19000000,１Ｒ,25,1983年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,3,190000000,２ＬＤＫ,100,2001年,ＳＲＣ,２種住居,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,一番町,半蔵門,2,190000000,２ＬＤＫ＋Ｓ,95,2008年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,44000000,１Ｋ,25,2018年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,神田(東京),2,70000000,１ＬＤＫ,45,2018年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,2,65000000,１ＬＤＫ,45,2016年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,神田須田町,淡路町,1,91000000,２ＬＤＫ,55,2015年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,130000000,２ＬＤＫ,80,2004年,ＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13101,東京都,千代田区,外神田,秋葉原,5,140000000,２ＬＤＫ＋Ｓ,85,2004年,ＲＣ,商業,2022年第4四半期
